School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location,Iowa ZIP Code Tabulation Areas,Iowa Watersheds (HUC 10),Iowa Watershed Sub-Basins (HUC 08),US Counties
2016,Math,7,4271,Mid-Prairie,78,92,84.8,80.1 - 90%,,,,,
2016,Reading,5,5895,Seymour,12,22,54.5,50.1 - 60%,,,,,
2016,Math,7,2403,Garner-Hayfield-Ventura,56,66,84.8,80.1 - 90%,,,,,
2016,Math,4,0018,Adair-Casey,16,16,100.0,90.1 - 100%,,,,,
2016,Reading,11,2709,Grinnell-Newburg,88,98,89.8,80.1 - 90%,,,,,
2016,Reading,4,1197,Clarinda,49,76,64.5,60.1 - 70%,,,,,
2016,Reading,8,1701,Denison,121,152,79.6,70.1 - 80%,,,,,
2016,Math,5,4269,Midland,21,32,65.6,60.1 - 70%,,,,,
2016,Math,6,4041,Maquoketa,59,73,80.8,80.1 - 90%,,,,,
2016,Reading,8,3715,Linn-Mar,424,505,84.0,80.1 - 90%,,,,,
2016,Math,11,4860,Odebolt-Arthur,0,0,0.0,Not Reportable,,,,,
2016,Reading,5,5751,St Ansgar,35,41,85.4,80.1 - 90%,,,,,
2016,Reading,5,6534,Underwood,36,45,80.0,70.1 - 80%,,,,,
2016,Reading,11,0108,Alden,0,0,0.0,Not Reportable,,,,,
2016,Math,11,0261,Ankeny,604,644,93.8,90.1 - 100%,,,,,
2016,Reading,4,6921,West Bend-Mallard,18,21,85.7,80.1 - 90%,,,,,
2016,Math,6,5463,Red Oak,50,73,68.5,60.1 - 70%,,,,,
2016,Reading,4,0099,Alburnett,37,46,80.4,80.1 - 90%,,,,,
2016,Math,4,5724,Ruthven-Ayrshire,13,14,92.9,90.1 - 100%,,,,,
2016,Math,6,2113,Essex,11,14,78.6,70.1 - 80%,,,,,
2016,Reading,5,5832,Schleswig,16,18,88.9,80.1 - 90%,,,,,
2016,Reading,3,4777,North Linn,12,16,75.0,70.1 - 80%,,,,,
2016,Math,11,6990,West Sioux,23,28,82.1,80.1 - 90%,,,,,
2016,Math,11,4869,Oelwein,74,88,84.1,80.1 - 90%,,,,,
2016,Math,5,5877,Sergeant Bluff-Luton,97,114,85.1,80.1 - 90%,,,,,
2016,Reading,7,6969,West Harrison,20,24,83.3,80.1 - 90%,,,,,
2016,Reading,6,2097,English Valleys,38,40,95.0,90.1 - 100%,,,,,
2016,Reading,6,4271,Mid-Prairie,73,100,73.0,70.1 - 80%,,,,,
2016,Math,11,3060,Humboldt,107,110,97.3,90.1 - 100%,,,,,
2016,Math,4,1413,Coon Rapids-Bayard,12,15,80.0,70.1 - 80%,,,,,
2016,Math,6,3114,Indianola,216,243,88.9,80.1 - 90%,,,,,
2016,Reading,8,6579,Urbandale,253,299,84.6,80.1 - 90%,,,,,
2016,Reading,7,4777,North Linn,43,56,76.8,70.1 - 80%,,,,,
2016,Math,8,0603,Bennett,0,0,0.0,Not Reportable,,,,,
2016,Math,4,5184,Perry,75,104,72.1,70.1 - 80%,,,,,
2016,Reading,7,2403,Garner-Hayfield-Ventura,48,66,72.7,70.1 - 80%,,,,,
2016,Math,4,2169,Fairfield,83,120,69.2,60.1 - 70%,,,,,
2016,Reading,11,1619,Davis County,82,94,87.2,80.1 - 90%,,,,,
2016,Math,3,3105,Independence,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,3,5697,Rudd-Rockford-Marble Rk,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,6,2493,Gilmore City-Bradgate,,,,Not Reportable,,,,,
2016,Reading,7,2088,Emmetsburg,36,58,62.1,60.1 - 70%,,,,,
2016,Reading,6,2766,H-L-V,15,18,83.3,80.1 - 90%,,,,,
2016,Math,6,1221,Clear Creek Amana,101,144,70.1,70.1 - 80%,,,,,
2016,Reading,5,0279,Aplington-Parkersburg,49,60,81.7,80.1 - 90%,,,,,
2016,Math,8,5508,Riceville,14,21,66.7,60.1 - 70%,,,,,
2016,Math,7,2763,Clayton Ridge,32,46,69.6,60.1 - 70%,,,,,
2016,Reading,5,1917,Boyer Valley,16,27,59.3,50.1 - 60%,,,,,
2016,Reading,11,1638,Decorah Community,115,123,93.5,90.1 - 100%,,,,,
2016,Reading,4,6101,Southeast Polk,399,497,80.3,80.1 - 90%,,,,,
2016,Math,8,2727,Grundy Center,40,42,95.2,90.1 - 100%,,,,,
2016,Math,3,3906,Lynnville-Sully,15,16,93.8,90.1 - 100%,,,,,
2016,Math,3,6937,West Burlington Ind,15,16,93.8,90.1 - 100%,,,,,
2016,Math,3,6462,Tri-County,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,11,4772,Central Springs,43,54,79.6,70.1 - 80%,,,,,
2016,Math,11,2766,H-L-V,22,24,91.7,90.1 - 100%,,,,,
2016,Reading,8,5895,Seymour,13,20,65.0,60.1 - 70%,,,,,
2016,Math,6,4779,North Polk,83,92,90.2,90.1 - 100%,,,,,
2016,Reading,6,4572,Murray,18,22,81.8,80.1 - 90%,,,,,
2016,Math,6,3204,Jesup,62,75,82.7,80.1 - 90%,,,,,
2016,Math,4,5328,Prescott,0,0,0.0,Not Reportable,,,,,
2016,Math,8,4785,North Tama County,27,39,69.2,60.1 - 70%,,,,,
2016,Reading,7,6579,Urbandale,229,281,81.5,80.1 - 90%,,,,,
2016,Reading,8,3906,Lynnville-Sully,24,26,92.3,90.1 - 100%,,,,,
2016,Reading,7,1211,Clarke,62,90,68.9,60.1 - 70%,,,,,
2016,Reading,3,0549,Bedford,12,16,75.0,70.1 - 80%,,,,,
2016,Math,4,0153,North Butler,38,44,86.4,80.1 - 90%,,,,,
2016,Math,3,2846,Harris-Lake Park,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,5,2313,Fort Dodge,158,253,62.5,60.1 - 70%,,,,,
2016,Reading,8,0873,North Iowa,23,35,65.7,60.1 - 70%,,,,,
2016,Reading,7,7092,Woodbine,26,34,76.5,70.1 - 80%,,,,,
2016,Reading,6,6660,Vinton-Shellsburg,94,115,81.7,80.1 - 90%,,,,,
2016,Reading,8,6961,Western Dubuque,178,214,83.2,80.1 - 90%,,,,,
2016,Math,3,4033,Maple Valley-Anthon Oto,15,16,93.8,90.1 - 100%,,,,,
2016,Math,11,2520,Glidden-Ralston,24,28,85.7,80.1 - 90%,,,,,
2016,Math,5,6795,Waterloo,468,710,65.9,60.1 - 70%,,,,,
2016,Math,4,5697,Rudd-Rockford-Marble Rk,26,28,92.9,90.1 - 100%,,,,,
2016,Math,3,6943,West Central,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,4,0225,Ames,227,257,88.3,80.1 - 90%,,,,,
2016,Math,8,3465,Lamoni,18,21,85.7,80.1 - 90%,,,,,
2016,Math,6,2313,Fort Dodge,153,256,59.8,50.1 - 60%,,,,,
2016,Math,6,1953,Earlham,41,48,85.4,80.1 - 90%,,,,,
2016,Math,5,0609,Benton,68,93,73.1,70.1 - 80%,,,,,
2016,Math,8,6012,Sigourney,26,37,70.3,70.1 - 80%,,,,,
2016,Reading,11,1963,East Buchanan,31,37,83.8,80.1 - 90%,,,,,
2016,Reading,5,3204,Jesup,53,69,76.8,70.1 - 80%,,,,,
2016,Math,5,5832,Schleswig,14,18,77.8,70.1 - 80%,,,,,
2016,Reading,4,1863,Dubuque,474,672,70.5,70.1 - 80%,,,,,
2016,Math,7,1082,Central DeWitt,77,82,93.9,90.1 - 100%,,,,,
2016,Reading,5,0549,Bedford,21,25,84.0,80.1 - 90%,,,,,
2016,Math,6,0549,Bedford,29,32,90.6,90.1 - 100%,,,,,
2016,Reading,11,2718,Griswold,29,39,74.4,70.1 - 80%,,,,,
2016,Reading,3,5508,Riceville,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,6,1602,Danville,34,39,87.2,80.1 - 90%,,,,,
2016,Math,8,1218,Clay Central-Everly,8,14,57.1,50.1 - 60%,,,,,
2016,Math,8,1970,East Union,17,34,50.0,40.1 - 50%,,,,,
2016,Reading,11,6579,Urbandale,241,290,83.1,80.1 - 90%,,,,,
2016,Reading,8,4860,Odebolt-Arthur,68,85,80.0,70.1 - 80%,,,,,
2016,Math,5,2113,Essex,9,13,69.2,60.1 - 70%,,,,,
2016,Reading,4,6741,East Sac County,54,75,72.0,70.1 - 80%,,,,,
2016,Reading,6,6741,East Sac County,48,61,78.7,70.1 - 80%,,,,,
2016,Reading,7,2113,Essex,12,18,66.7,60.1 - 70%,,,,,
2016,Reading,5,4777,North Linn,41,44,93.2,90.1 - 100%,,,,,
2016,Math,3,3798,Logan-Magnolia,15,16,93.8,90.1 - 100%,,,,,
2016,Math,6,1719,Denver,49,53,92.5,90.1 - 100%,,,,,
2016,Math,11,6937,West Burlington Ind,57,65,87.7,80.1 - 90%,,,,,
2016,Reading,8,4149,MOC-Floyd Valley,80,93,86.0,80.1 - 90%,,,,,
2016,Math,4,4581,Muscatine,259,368,70.4,70.1 - 80%,,,,,
2016,Reading,4,2403,Garner-Hayfield-Ventura,52,68,76.5,70.1 - 80%,,,,,
2016,Reading,4,4446,Monticello,67,70,95.7,90.1 - 100%,,,,,
2016,Reading,7,0594,Belmond-Klemme,39,54,72.2,70.1 - 80%,,,,,
2016,Math,11,6592,Van Buren,29,33,87.9,80.1 - 90%,,,,,
2016,Math,7,0243,Andrew,9,16,56.3,50.1 - 60%,,,,,
2016,Reading,8,5049,Ottumwa,184,286,64.3,60.1 - 70%,,,,,
2016,Math,3,0621,Bettendorf,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,4,4212,Melcher-Dallas,15,17,88.2,80.1 - 90%,,,,,
2016,Math,5,2556,Graettinger-Terril,20,26,76.9,70.1 - 80%,,,,,
2016,Reading,11,2313,Fort Dodge,165,235,70.2,70.1 - 80%,,,,,
2016,Reading,11,4041,Maquoketa,92,128,71.9,70.1 - 80%,,,,,
2016,Math,4,6592,Van Buren,16,28,57.1,50.1 - 60%,,,,,
2016,Reading,3,5325,Prairie Valley,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,8,2113,Essex,7,11,63.6,60.1 - 70%,,,,,
2016,Reading,6,1611,Davenport,657,1032,63.7,60.1 - 70%,,,,,
2016,Math,4,2376,Galva-Holstein,33,34,97.1,90.1 - 100%,,,,,
2016,Math,5,1602,Danville,37,40,92.5,90.1 - 100%,,,,,
2016,Reading,5,0243,Andrew,,,,Not Reportable,,,,,
2016,Math,5,5508,Riceville,9,18,50.0,40.1 - 50%,,,,,
2016,Math,3,1619,Davis County,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,7,3420,Lake Mills,41,55,74.5,70.1 - 80%,,,,,
2016,Reading,8,1215,Clarksville,20,27,74.1,70.1 - 80%,,,,,
2016,Math,6,1080,Central,25,29,86.2,80.1 - 90%,,,,,
2016,Math,3,3691,North Cedar,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,8,1197,Clarinda,44,61,72.1,70.1 - 80%,,,,,
2016,Math,6,3154,Iowa Valley,36,42,85.7,80.1 - 90%,,,,,
2016,Math,11,6094,Southeast Warren,29,38,76.3,70.1 - 80%,,,,,
2016,Math,8,5751,St Ansgar,40,42,95.2,90.1 - 100%,,,,,
2016,Reading,6,3060,Humboldt,79,95,83.2,80.1 - 90%,,,,,
2016,Math,7,0657,Eddyville-Blakesburg-,57,74,77.0,70.1 - 80%,,,,,
2016,Reading,7,6462,Tri-County,11,15,73.3,70.1 - 80%,,,,,
2016,Reading,11,4662,New Hampton,62,80,77.5,70.1 - 80%,,,,,
2016,Math,7,3204,Jesup,52,59,88.1,80.1 - 90%,,,,,
2016,Math,8,3744,Lisbon,29,37,78.4,70.1 - 80%,,,,,
2016,Reading,11,4033,Maple Valley-Anthon Oto,38,48,79.2,70.1 - 80%,,,,,
2016,Reading,7,1044,Cedar Falls,296,354,83.6,80.1 - 90%,,,,,
2016,Reading,4,3942,Madrid,44,57,77.2,70.1 - 80%,,,,,
2016,Math,8,6867,Webster City,92,108,85.2,80.1 - 90%,,,,,
2016,Math,7,3150,Iowa Falls,83,94,88.3,80.1 - 90%,,,,,
2016,Reading,5,2766,H-L-V,20,24,83.3,80.1 - 90%,,,,,
2016,Reading,4,5310,Postville,24,45,53.3,50.1 - 60%,,,,,
2016,Reading,4,4995,Osage,48,63,76.2,70.1 - 80%,,,,,
2016,Math,8,2781,Hampton-Dumont,61,82,74.4,70.1 - 80%,,,,,
2016,Reading,11,5643,Roland-Story,52,70,74.3,70.1 - 80%,,,,,
2016,Reading,7,3375,Knoxville,88,110,80.0,70.1 - 80%,,,,,
2016,Reading,6,4662,New Hampton,44,51,86.3,80.1 - 90%,,,,,
2016,Reading,8,0585,Bellevue,39,55,70.9,70.1 - 80%,,,,,
2016,Reading,3,6983,West Lyon,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,6,6102,Spencer,107,136,78.7,70.1 - 80%,,,,,
2016,Math,7,2313,Fort Dodge,178,232,76.7,70.1 - 80%,,,,,
2016,Reading,7,3204,Jesup,49,59,83.1,80.1 - 90%,,,,,
2016,Reading,3,3816,Lone Tree,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,3,2727,Grundy Center,12,16,75.0,70.1 - 80%,,,,,
2016,Math,11,4023,Manson Northwest Webster,34,43,79.1,70.1 - 80%,,,,,
2016,Math,4,6660,Vinton-Shellsburg,104,114,91.2,90.1 - 100%,,,,,
2016,Reading,4,2205,Farragut,0,0,0.0,Not Reportable,,,,,
2016,Reading,4,4554,Mount Vernon,80,89,89.9,80.1 - 90%,,,,,
2016,Math,4,3168,IKM-Manning,39,45,86.7,80.1 - 90%,,,,,
2016,Math,7,3744,Lisbon,53,53,100.0,90.1 - 100%,,,,,
2016,Reading,11,6509,Turkey Valley,31,36,86.1,80.1 - 90%,,,,,
2016,Reading,11,2493,Gilmore City-Bradgate,0,0,0.0,Not Reportable,,,,,
2016,Reading,7,0387,Atlantic,93,112,83.0,80.1 - 90%,,,,,
2016,Math,4,4860,Odebolt-Arthur,22,24,91.7,90.1 - 100%,,,,,
2016,Reading,4,4774,North Fayette,45,47,95.7,90.1 - 100%,,,,,
2016,Reading,3,1675,Delwood,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,4,6099,South O'Brien,27,38,71.1,70.1 - 80%,,,,,
2016,Math,3,4775,Northeast Hamilton,15,16,93.8,90.1 - 100%,,,,,
2016,Math,3,2007,Eldora-New Providence,15,16,93.8,90.1 - 100%,,,,,
2016,Math,11,7002,Whiting,13,13,100.0,90.1 - 100%,,,,,
2016,Reading,11,2834,Harmony,9,12,75.0,70.1 - 80%,,,,,
2016,Math,6,1278,Clinton,159,214,74.3,70.1 - 80%,,,,,
2016,Reading,5,3114,Indianola,198,231,85.7,80.1 - 90%,,,,,
2016,Math,4,0981,Carlisle,108,134,80.6,80.1 - 90%,,,,,
2016,Math,3,0355,Ar-We-Va,15,16,93.8,90.1 - 100%,,,,,
2016,Math,4,3375,Knoxville,79,115,68.7,60.1 - 70%,,,,,
2016,Math,11,1675,Delwood,0,0,0.0,Not Reportable,,,,,
2016,Reading,11,2205,Farragut,14,14,100.0,90.1 - 100%,,,,,
2016,Reading,8,1431,Corning,0,0,0.0,Not Reportable,,,,,
2016,Reading,6,4527,Mount Ayr,30,35,85.7,80.1 - 90%,,,,,
2016,Math,8,2772,Hamburg,0,0,0.0,Not Reportable,,,,,
2016,Reading,8,6840,Waverly-Shell Rock,129,156,82.7,80.1 - 90%,,,,,
2016,Reading,3,1116,Charles City,12,16,75.0,70.1 - 80%,,,,,
2016,Math,5,5049,Ottumwa,217,319,68.0,60.1 - 70%,,,,,
2016,Reading,11,1965,Easton Valley,35,45,77.8,70.1 - 80%,,,,,
2016,Reading,4,6615,Van Meter,38,49,77.6,70.1 - 80%,,,,,
2016,Reading,5,2727,Grundy Center,33,44,75.0,70.1 - 80%,,,,,
2016,Math,3,1431,Corning,15,16,93.8,90.1 - 100%,,,,,
2016,Math,3,6093,Solon,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,6,1218,Clay Central-Everly,21,23,91.3,90.1 - 100%,,,,,
2016,Math,8,6840,Waverly-Shell Rock,135,156,86.5,80.1 - 90%,,,,,
2016,Reading,8,2988,Hinton,40,48,83.3,80.1 - 90%,,,,,
2016,Reading,5,6759,Wapello,25,35,71.4,70.1 - 80%,,,,,
2016,Reading,7,2457,George-Little Rock,19,33,57.6,50.1 - 60%,,,,,
2016,Reading,6,1079,Central Lee,56,78,71.8,70.1 - 80%,,,,,
2016,Reading,8,3744,Lisbon,27,37,73.0,70.1 - 80%,,,,,
2016,Math,5,1791,Dike-New Hartford,51,58,87.9,80.1 - 90%,,,,,
2016,Reading,5,6003,Sidney,22,23,95.7,90.1 - 100%,,,,,
2016,Reading,7,5510,Riverside,32,43,74.4,70.1 - 80%,,,,,
2016,Math,3,3816,Lone Tree,15,16,93.8,90.1 - 100%,,,,,
2016,Math,7,5976,Shenandoah,57,71,80.3,80.1 - 90%,,,,,
2016,Reading,5,6867,Webster City,76,101,75.2,70.1 - 80%,,,,,
2016,Math,11,2007,Eldora-New Providence,60,73,82.2,80.1 - 90%,,,,,
2016,Reading,3,1368,Columbus,12,16,75.0,70.1 - 80%,,,,,
2016,Math,7,4788,Northwood-Kensett,31,39,79.5,70.1 - 80%,,,,,
2016,Math,8,1576,Dallas Center-Grimes,145,171,84.8,80.1 - 90%,,,,,
2016,Math,6,7110,Woodward-Granger,38,51,74.5,70.1 - 80%,,,,,
2016,Reading,3,3312,Keokuk,12,16,75.0,70.1 - 80%,,,,,
2016,Math,3,2826,Harlan,15,16,93.8,90.1 - 100%,,,,,
2016,Math,3,1233,Clear Lake,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,5,6969,West Harrison,11,15,73.3,70.1 - 80%,,,,,
2016,Reading,4,1215,Clarksville,23,25,92.0,90.1 - 100%,,,,,
2016,Math,7,2502,Gladbrook-Reinbeck,26,30,86.7,80.1 - 90%,,,,,
2016,Reading,5,0540,BCLUW,26,41,63.4,60.1 - 70%,,,,,
2016,Reading,5,4122,Martensdale-St Marys,24,29,82.8,80.1 - 90%,,,,,
2016,Math,11,3231,Johnston,424,470,90.2,90.1 - 100%,,,,,
2016,Math,11,0063,Akron Westfield,41,47,87.2,80.1 - 90%,,,,,
2016,Reading,4,6534,Underwood,47,55,85.5,80.1 - 90%,,,,,
2016,Math,7,6987,West Monona,38,54,70.4,70.1 - 80%,,,,,
2016,Reading,5,4784,North Scott,198,230,86.1,80.1 - 90%,,,,,
2016,Reading,8,2169,Fairfield,88,116,75.9,70.1 - 80%,,,,,
2016,Reading,11,3330,Keota,11,16,68.8,60.1 - 70%,,,,,
2016,Reading,8,5325,Prairie Valley,0,0,0.0,Not Reportable,,,,,
2016,Math,8,4995,Osage,59,70,84.3,80.1 - 90%,,,,,
2016,Reading,4,3816,Lone Tree,18,25,72.0,70.1 - 80%,,,,,
2016,Reading,11,4527,Mount Ayr,30,36,83.3,80.1 - 90%,,,,,
2016,Reading,11,4269,Midland,17,27,63.0,60.1 - 70%,,,,,
2016,Math,4,1965,Easton Valley,32,36,88.9,80.1 - 90%,,,,,
2016,Reading,7,2763,Clayton Ridge,35,46,76.1,70.1 - 80%,,,,,
2016,Math,6,6246,Stratford,,,,Not Reportable,,,,,
2016,Reading,5,3942,Madrid,33,44,75.0,70.1 - 80%,,,,,
2016,Reading,6,6101,Southeast Polk,344,411,83.7,80.1 - 90%,,,,,
2016,Reading,8,2826,Harlan,85,105,81.0,80.1 - 90%,,,,,
2016,Reading,4,2369,Fremont-Mills,25,33,75.8,70.1 - 80%,,,,,
2016,Reading,6,0018,Adair-Casey,21,28,75.0,70.1 - 80%,,,,,
2016,Reading,8,6768,Washington,99,131,75.6,70.1 - 80%,,,,,
2016,Reading,11,6700,Waco,24,30,80.0,70.1 - 80%,,,,,
2016,Math,6,2834,Harmony,8,15,53.3,50.1 - 60%,,,,,
2016,Math,6,4890,Okoboji,64,75,85.3,80.1 - 90%,,,,,
2016,Math,4,5751,St Ansgar,31,40,77.5,70.1 - 80%,,,,,
2016,Math,7,1972,Eastern Allamakee,17,19,89.5,80.1 - 90%,,,,,
2016,Reading,6,1476,Council Bluffs,359,541,66.4,60.1 - 70%,,,,,
2016,Reading,3,1095,Central Lyon,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,4,2466,Gilbert,95,109,87.2,80.1 - 90%,,,,,
2016,Reading,8,6101,Southeast Polk,349,458,76.2,70.1 - 80%,,,,,
2016,Math,3,6097,South Page,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,3,6615,Van Meter,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,11,0873,North Iowa,25,33,75.8,70.1 - 80%,,,,,
2016,Math,6,3150,Iowa Falls,0,0,0.0,Not Reportable,,,,,
2016,Reading,5,6094,Southeast Warren,31,36,86.1,80.1 - 90%,,,,,
2016,Math,5,1089,Central City,19,30,63.3,60.1 - 70%,,,,,
2016,Reading,6,0355,Ar-We-Va,12,14,85.7,80.1 - 90%,,,,,
2016,Reading,8,5310,Postville,19,36,52.8,50.1 - 60%,,,,,
2016,Math,7,6759,Wapello,39,46,84.8,80.1 - 90%,,,,,
2016,Math,4,1218,Clay Central-Everly,14,17,82.4,80.1 - 90%,,,,,
2016,Math,7,5697,Rudd-Rockford-Marble Rk,31,36,86.1,80.1 - 90%,,,,,
2016,Reading,3,4518,Moulton-Udell,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,6,3609,Lenox,33,42,78.6,70.1 - 80%,,,,,
2016,Math,3,6101,Southeast Polk,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,4,7029,Williamsburg,66,81,81.5,80.1 - 90%,,,,,
2016,Math,5,1337,College,280,386,72.5,70.1 - 80%,,,,,
2016,Reading,5,2988,Hinton,48,57,84.2,80.1 - 90%,,,,,
2016,Math,3,6741,East Sac County,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,7,0999,Carroll,96,111,86.5,80.1 - 90%,,,,,
2016,Math,5,2709,Grinnell-Newburg,86,109,78.9,70.1 - 80%,,,,,
2016,Reading,4,6102,Spencer,111,144,77.1,70.1 - 80%,,,,,
2016,Reading,8,4778,North Kossuth,40,47,85.1,80.1 - 90%,,,,,
2016,Reading,7,1431,Corning,0,0,0.0,Not Reportable,,,,,
2016,Reading,5,6096,Southeast Webster Grand,44,60,73.3,70.1 - 80%,,,,,
2016,Math,3,4777,North Linn,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,3,4772,Central Springs,12,16,75.0,70.1 - 80%,,,,,
2016,Math,11,6509,Turkey Valley,35,36,97.2,90.1 - 100%,,,,,
2016,Math,4,1975,River Valley,23,27,85.2,80.1 - 90%,,,,,
2016,Math,11,3186,Janesville Consolidated,17,18,94.4,90.1 - 100%,,,,,
2016,Reading,5,3105,Independence,73,90,81.1,80.1 - 90%,,,,,
2016,Math,5,0126,Algona,58,81,71.6,70.1 - 80%,,,,,
2016,Math,3,3114,Indianola,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,4,5832,Schleswig,17,18,94.4,90.1 - 100%,,,,,
2016,Reading,8,3150,Iowa Falls,81,102,79.4,70.1 - 80%,,,,,
2016,Math,7,1062,Center Point-Urbana,106,112,94.6,90.1 - 100%,,,,,
2016,Math,5,1413,Coon Rapids-Bayard,17,21,81.0,80.1 - 90%,,,,,
2016,Reading,7,4772,Central Springs,31,40,77.5,70.1 - 80%,,,,,
2016,Reading,3,2763,Clayton Ridge,12,16,75.0,70.1 - 80%,,,,,
2016,Math,8,6579,Urbandale,247,299,82.6,80.1 - 90%,,,,,
2016,Reading,4,1413,Coon Rapids-Bayard,12,15,80.0,70.1 - 80%,,,,,
2016,Reading,11,6985,West Marshall,55,60,91.7,90.1 - 100%,,,,,
2016,Math,7,6651,Villisca,40,42,95.2,90.1 - 100%,,,,,
2016,Reading,5,6460,Tri-Center,36,45,80.0,70.1 - 80%,,,,,
2016,Reading,5,0171,Alta,19,36,52.8,50.1 - 60%,,,,,
2016,Reading,6,5510,Riverside,21,29,72.4,70.1 - 80%,,,,,
2016,Math,7,4356,Missouri Valley,62,74,83.8,80.1 - 90%,,,,,
2016,Reading,3,4689,New London,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,6,7029,Williamsburg,55,73,75.3,70.1 - 80%,,,,,
2016,Reading,11,0882,Burlington,150,210,71.4,70.1 - 80%,,,,,
2016,Math,6,3186,Janesville Consolidated,20,24,83.3,80.1 - 90%,,,,,
2016,Math,8,4572,Murray,15,16,93.8,90.1 - 100%,,,,,
2016,Math,3,6759,Wapello,15,16,93.8,90.1 - 100%,,,,,
2016,Math,6,4617,Nevada,83,104,79.8,70.1 - 80%,,,,,
2016,Reading,3,4725,Newton,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,6,5256,Pleasantville,37,52,71.2,70.1 - 80%,,,,,
2016,Reading,4,6098,South Tama County,75,108,69.4,60.1 - 70%,,,,,
2016,Math,3,2097,English Valleys,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,11,0609,Benton,99,112,88.4,80.1 - 90%,,,,,
2016,Reading,8,1791,Dike-New Hartford,45,59,76.3,70.1 - 80%,,,,,
2016,Reading,7,5256,Pleasantville,34,46,73.9,70.1 - 80%,,,,,
2016,Math,3,7038,Wilton,15,16,93.8,90.1 - 100%,,,,,
2016,Math,6,1079,Central Lee,68,78,87.2,80.1 - 90%,,,,,
2016,Math,7,2376,Galva-Holstein,0,0,0.0,Not Reportable,,,,,
2016,Reading,4,4505,Mormon Trail,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,4,4662,New Hampton,53,71,74.6,70.1 - 80%,,,,,
2016,Reading,4,0819,West Hancock,38,45,84.4,80.1 - 90%,,,,,
2016,Reading,11,4356,Missouri Valley,43,52,82.7,80.1 - 90%,,,,,
2016,Math,7,1107,Chariton,60,77,77.9,70.1 - 80%,,,,,
2016,Reading,11,4689,New London,27,31,87.1,80.1 - 90%,,,,,
2016,Math,6,4788,Northwood-Kensett,31,34,91.2,90.1 - 100%,,,,,
2016,Math,4,6768,Washington,72,93,77.4,70.1 - 80%,,,,,
2016,Math,8,1359,Colo-NESCO,25,30,83.3,80.1 - 90%,,,,,
2016,Reading,5,2295,Forest City,59,65,90.8,90.1 - 100%,,,,,
2016,Reading,7,4509,Morning Sun,,,,Not Reportable,,,,,
2016,Math,4,4491,Moravia,22,25,88.0,80.1 - 90%,,,,,
2016,Reading,8,1611,Davenport,658,1005,65.5,60.1 - 70%,,,,,
2016,Math,3,6094,Southeast Warren,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,7,5724,Ruthven-Ayrshire,7,13,53.8,50.1 - 60%,,,,,
2016,Math,5,3897,LuVerne,12,18,66.7,60.1 - 70%,,,,,
2016,Math,3,6091,South Central Calhoun,15,16,93.8,90.1 - 100%,,,,,
2016,Math,7,6957,West Des Moines,588,648,90.7,90.1 - 100%,,,,,
2016,Math,6,5325,Prairie Valley,0,0,0.0,Not Reportable,,,,,
2016,Math,5,0576,Belle Plaine,22,38,57.9,50.1 - 60%,,,,,
2016,Reading,11,1863,Dubuque,591,759,77.9,70.1 - 80%,,,,,
2016,Math,5,6165,Stanton,15,18,83.3,80.1 - 90%,,,,,
2016,Math,3,6030,Sioux Center,15,16,93.8,90.1 - 100%,,,,,
2016,Math,7,4554,Mount Vernon,89,92,96.7,90.1 - 100%,,,,,
2016,Reading,11,0916,CAL,13,14,92.9,90.1 - 100%,,,,,
2016,Math,6,2376,Galva-Holstein,0,0,0.0,Not Reportable,,,,,
2016,Reading,7,0977,Cardinal,25,34,73.5,70.1 - 80%,,,,,
2016,Reading,5,1107,Chariton,53,71,74.6,70.1 - 80%,,,,,
2016,Reading,5,4554,Mount Vernon,80,94,85.1,80.1 - 90%,,,,,
